ID,Name,Latitude,Longitude,Category,Rating,Number of Reviews,Business Status
599,بوفية سد الفاخرية1,26.3541382,50.0992294,restaurant,4.1,316,OPERATIONAL
600,مطعم فايف للمشويات الشعله,26.3510224,50.0938443,restaurant,4.2,129,OPERATIONAL
601,بروستد زاد الأسطورة Legendary Broasted,26.3555473,50.0992096,restaurant,4.4,155,OPERATIONAL
602,Gezzar Grills Restourant مطعم مشويات الجزار,26.3512161,50.0941666,restaurant,4.3,114,OPERATIONAL
603,لقيمات و بانكيك رزون,26.3653584,50.0946395,restaurant,4.3,189,OPERATIONAL
604,Velvet Rose | أسر منتجة | ورق عنب,26.356340900000003,50.1319281,restaurant,4.5,14,OPERATIONAL
605,Casapasta | كازاباستا,26.3481619,50.14342380000001,restaurant,4,360,OPERATIONAL
606,جاوي سريع Jawi Express,26.3487639,50.1336739,restaurant,4.4,420,OPERATIONAL
607,Falafel Tim,26.3450269,50.1375064,restaurant,4.3,592,OPERATIONAL
608,Luqaymat Bint Al Qadi,26.344946200000003,50.1375045,restaurant,4.1,688,OPERATIONAL
609,Waleemat Al Sharqiah,26.3452803,50.1372413,restaurant,3.5,464,OPERATIONAL
610,Eastern People Seafood,26.3473844,50.1441373,restaurant,3.9,792,OPERATIONAL
611,Herfy,26.3436434,50.138831200000006,restaurant,3.5,609,OPERATIONAL
612,Maestro Pizza,26.3483353,50.1432817,restaurant,4.1,506,OPERATIONAL
613,Domino's Pizza,26.348197,50.1433559,restaurant,3.6,337,OPERATIONAL
614,POSHAK Doha Plaza - Khobar| بوشاك,26.3480629,50.143353,restaurant,4.3,491,OPERATIONAL
615,Hardee's,26.3473795,50.1439916,restaurant,3.9,700,OPERATIONAL
616,ADNOC Service Station | Al Qashlah (2007),26.3630838,50.1779371,restaurant,4.4,400,OPERATIONAL
617,Enab Beirut عنب بيروت,26.366634,50.1772759,restaurant,4,773,OPERATIONAL
618,Sigdang Adnoc,26.3632383,50.1771033,restaurant,4,57,OPERATIONAL
619,Sandwich Faqeer | ساندوتش فقير,26.3631571,50.1772907,restaurant,3.4,118,OPERATIONAL
620,Il Vero,26.3670642,50.1779619,restaurant,4.1,111,OPERATIONAL
621,Al Diwan,26.3672927,50.1775886,restaurant,4.1,77,OPERATIONAL
622,مطعم,26.3634202,50.1683045,restaurant,2.6,12,OPERATIONAL
623,AlBaik,26.3618768,50.197102400000006,restaurant,3.1,652,OPERATIONAL
624,McDonald's,26.359828000000004,50.189654,restaurant,3.9,3654,OPERATIONAL
625,مطعم المضياف (الراكة),26.3612422,50.1938171,restaurant,4.3,2449,OPERATIONAL
626,Qasr AlMadhbi,26.3636043,50.2008331,restaurant,4.1,4534,OPERATIONAL
627,حدائق حمص,26.363226,50.1995125,restaurant,4.2,1104,OPERATIONAL
628,بوفية عمر الراكة,26.3625312,50.1966153,restaurant,4.3,196,OPERATIONAL
629,Ashaz Modern Indian Restaurant,26.3627275,50.1964796,restaurant,4.7,1304,OPERATIONAL
630,SMOKIT | سموكيت,26.3613564,50.194067,restaurant,4.1,650,OPERATIONAL
631,Green Bukhari الاخضر البخاري,26.3620102,50.1958142,restaurant,3.9,1711,OPERATIONAL
632,Shawarmer | شاورمر,26.3595533,50.1882801,restaurant,4,3187,OPERATIONAL
633,Kudu - Al Rakah Al Shamaliyah,26.3642251,50.2002842,restaurant,3.9,1680,OPERATIONAL
634,مطعم هاشم,26.3617612,50.1968399,restaurant,3.5,817,OPERATIONAL
635,Al Lahib Broasted,26.3620452,50.1973509,restaurant,3.7,592,OPERATIONAL
636,Dunkin' Donuts,26.3595815,50.1883863,restaurant,4.1,435,OPERATIONAL
637,Casapasta | كازاباستا,26.3599203,50.1892631,restaurant,4,664,OPERATIONAL
638,مطعم نمط صحي لتقديم الوجبات الصحية,26.3629215,50.1988672,restaurant,4.7,455,OPERATIONAL
639,Salad & Tacos سالد أند تاكوز,26.3619807,50.1950087,restaurant,4.3,413,OPERATIONAL
640,تشكي تشيز | Chuck E Cheese,26.356091,50.20865,restaurant,4.3,3337,OPERATIONAL
641,YAAS,26.360679,50.2067803,restaurant,4.5,1196,OPERATIONAL
642,Jam’d,26.3609034,50.2065769,restaurant,4.6,1500,OPERATIONAL
643,TEA TIME RAKAH (وقت الشاي),26.3661908,50.2041242,restaurant,4.1,662,OPERATIONAL
644,F6or Faris,26.3528761,50.2111199,restaurant,4,1373,OPERATIONAL
645,مطعم راكة الحديث,26.3656409,50.2039004,restaurant,3.8,1855,OPERATIONAL
646,Hashi Basha - South Rakkah Branch,26.366247,50.204961,restaurant,4.1,1612,OPERATIONAL
647,مطعم عنجر للمعجنات والشاورما Anjar Restaurant,26.365509,50.2038103,restaurant,4,1736,OPERATIONAL
648,مطعم فوال حسن یوسف آل طریف,26.361336,50.2157563,restaurant,4.2,5,OPERATIONAL
649,مطاعم سنابل ربوع لتقديم الوجبات,26.3612996,50.2155859,restaurant,4,4,OPERATIONAL
650,Sub’ze,26.361584,50.2156027,restaurant,5,2,OPERATIONAL
651,برغرايززر | Burgerizzr‎,26.371812,49.971639,restaurant,4.6,779,OPERATIONAL
652,Herfy 420,26.3719388,49.9715468,restaurant,3.4,551,OPERATIONAL
653,Maestro Pizza,26.3721634,49.9704193,restaurant,3.9,215,OPERATIONAL
654,بوفية انوار الامانة,26.3803766,49.9714835,restaurant,4.1,84,OPERATIONAL
655,مطاعم تثليث,26.3858923,49.9721051,restaurant,3.5,71,OPERATIONAL
656,مطعم موائد الطائف للاكلات الشعبية,26.3677035,49.9642882,restaurant,3.5,89,OPERATIONAL
657,فلافل الماس دمشق,26.3856352,49.9723994,restaurant,4.4,53,OPERATIONAL
658,وجبات صحية Fit Fuel,26.3665463,49.964690100000006,restaurant,4.8,41,OPERATIONAL
659,بوفية منبع السعادة لتقديم الوجبات السريعة,26.3802306,49.9649117,restaurant,4.7,33,OPERATIONAL
660,بوفيه نور السعادة,26.367871,49.964063800000005,restaurant,3.4,5,OPERATIONAL
661,بوفية واحة الابداع,26.3734557,49.9640752,restaurant,2.6,15,OPERATIONAL
662,فود ترك سمبوسه زمان,26.3727104,49.963232,restaurant,5,26,OPERATIONAL
663,Sandwich Faqeer Al Asala,26.3733216,49.9751512,restaurant,3.3,6,OPERATIONAL
664,مطعم المسار الراقي لتقديم الوجبات,26.3801834,49.9650177,restaurant,3.8,4,OPERATIONAL
665,شاهي وسمرة,26.3762014,49.97258,restaurant,5,6,OPERATIONAL
666,مطعم درة العاشر البخاري,26.3854241,49.9852512,restaurant,4,69,OPERATIONAL
667,بوفيه ليان السعادة الفرع (3),26.3822734,49.9999598,restaurant,4.2,201,OPERATIONAL
668,تيم هورتينز Tim Hortons,26.3783822,49.9913315,restaurant,4.3,116,OPERATIONAL
669,مطعم ماما ليونه,26.3822771,49.9999769,restaurant,4.3,64,OPERATIONAL
670,فلافل يخضور,26.3824127,50.000216,restaurant,3.7,39,OPERATIONAL
671,مطعم هاني ابوعبدالله البخاري ( فوال نورالصباح ),26.3824533,50.0002937,restaurant,3.5,42,OPERATIONAL
672,الخيّال شعبيات وأكثر,26.3853213,49.9850701,restaurant,3.5,25,OPERATIONAL
673,فود تراك طبطبه,26.3829381,50.0012228,restaurant,4.8,22,OPERATIONAL
674,LAZONA ALDAHYA | لازونا الضاحية,26.3801138,50.0035768,restaurant,3.8,4,OPERATIONAL
675,Tea Time وقت الشاي,26.3825941,50.0007262,restaurant,No rating,No reviews,OPERATIONAL
676,اندومي ستايشن | Indomi Station,26.3828972,50.0010792,restaurant,5,8,OPERATIONAL
677,McDonald's,26.380277000000003,50.011602,restaurant,3.8,979,OPERATIONAL
678,Shawarmer | شاورمر,26.3806823,50.0119995,restaurant,4.8,1129,OPERATIONAL
679,مطعم ريف الشرقية البخاري,26.3726829,50.0239937,restaurant,4,300,OPERATIONAL
680,KFC,26.3801625,50.0112132,restaurant,4.3,103,OPERATIONAL
681,Pakistani Restaurant,26.3725147,50.024146,restaurant,4,24,OPERATIONAL
682,Hardees,26.3801291,50.0110833,restaurant,4.1,92,OPERATIONAL
683,ع,26.3804601,50.0113371,restaurant,2.3,63,OPERATIONAL
684,مفضلتي,26.3727613,50.0240276,restaurant,3,2,OPERATIONAL
685,افضل وجبه Best meal,26.3805667,50.0113649,restaurant,4,4,OPERATIONAL
686,بوفيه افضل وجبه,26.3725372,50.0242257,restaurant,1.4,11,OPERATIONAL
687,مطاعم حنيذ الجنوب - المنار,26.3700591,50.0347763,restaurant,3.8,654,OPERATIONAL
688,Bab Bukhokha Restaurants & Kitchens,26.3753326,50.030232,restaurant,3.9,1323,OPERATIONAL
689,Rommanah Restaurant,26.3727536,50.041367,restaurant,3.6,443,OPERATIONAL
690,سلة بيت الفلافل,26.3724479,50.0402238,restaurant,4.9,577,OPERATIONAL
691,مطبخ المنار,26.3785771,50.0379932,restaurant,4.5,224,OPERATIONAL
692,مطعم نصف مخصوص,26.3705077,50.0381539,restaurant,4.5,339,OPERATIONAL
693,Green Chillies Restaurant,26.370522,50.037303900000005,restaurant,3.7,242,OPERATIONAL
694,برجر جمان OUT LAW BURGER,26.3709122,50.033995,restaurant,4.5,81,OPERATIONAL
695,بوفيه المنار,26.3810733,50.0248455,restaurant,4.6,48,OPERATIONAL
696,مطعم رايق,26.378369400000004,50.0595102,restaurant,4.1,5554,OPERATIONAL
697,Cart Restaurant مطعم كارت,26.3764411,50.0611651,restaurant,4.6,2879,OPERATIONAL
698,88PORT | ٨٨ بورت,26.3699172,50.0574764,restaurant,4.4,2444,OPERATIONAL
699,Sinjar,26.3788874,50.0584916,restaurant,4,8593,OPERATIONAL
700,Deep Fries,26.3802683,50.0574398,restaurant,4.5,2324,OPERATIONAL
701,فروج ابوالعبد,26.3768206,50.0608731,restaurant,3.8,1661,OPERATIONAL
702,عجيّل,26.3818725,50.0473727,restaurant,3.9,1005,OPERATIONAL
703,Bukhari Hut,26.3784011,50.059501,restaurant,4.1,897,OPERATIONAL
704,TAG Restaurant KSA- مطعم تاغ,26.3811822,50.0564622,restaurant,4.2,1415,OPERATIONAL
705,بخاري روشاز,26.3842029,50.0538924,restaurant,4.2,585,OPERATIONAL
706,Tashbia'a,26.3698214,50.0575555,restaurant,4.7,3428,OPERATIONAL
707,Sama Deeraty Restaurant Taybah,26.3704895,50.0566278,restaurant,3.8,3113,OPERATIONAL
708,فوال ابو عزوز,26.378261,50.0596255,restaurant,4,1021,OPERATIONAL
709,Tea Time FAISALIYA,26.376551100000004,50.0610947,restaurant,4.2,2067,OPERATIONAL
710,House of spices مطعم بيت التوابل,26.378328000000003,50.0584454,restaurant,4.1,1226,OPERATIONAL
711,اصل البرجر TBO,26.3792334,50.0581961,restaurant,4.6,3680,OPERATIONAL
712,KFC,26.3819336,50.0557308,restaurant,3.6,1983,OPERATIONAL
713,Fareej Al Mubarakia,26.3764211,50.0612687,restaurant,4.1,5491,OPERATIONAL
714,مطعم عصيدة و مرق,26.3719327,50.0868433,restaurant,4.2,1780,OPERATIONAL
715,Umbrella - Dammam,26.376072,50.0888301,restaurant,4.3,2332,OPERATIONAL
716,Al Mumtaz Restaurant,26.3717352,50.0865201,restaurant,4.1,2621,OPERATIONAL
717,Nabil's Maqlooba,26.3714203,50.0859168,restaurant,4.3,1387,OPERATIONAL
718,Modawar | كافتريا مدور,26.3708693,50.0945634,restaurant,4.3,673,OPERATIONAL
719,شاورما سنع الدمام,26.3708822,50.0851452,restaurant,4.2,673,OPERATIONAL
720,Tikka n’ Go,26.3685337,50.0922663,restaurant,4.5,1482,OPERATIONAL
721,PAKKA RESTAURANT (Indian Food),26.3760234,50.088759,restaurant,4.4,445,OPERATIONAL
722,مضغوط تهامه,26.3726789,50.086042500000005,restaurant,4,170,OPERATIONAL
723,٦ رجب | الندى,26.3712822,50.08578,restaurant,4.1,546,OPERATIONAL
724,The Peak,26.3713586,50.0896446,restaurant,4.5,687,OPERATIONAL
725,Tim Hortons Mazaya Gas Station,26.379905,50.086741,restaurant,4.2,1873,OPERATIONAL
726,Freshhouse فريش هاوس,26.3824036,50.1043954,restaurant,3.9,1006,OPERATIONAL
727,منؤشة الريف,26.3819353,50.1034881,restaurant,4.2,1112,OPERATIONAL
728,Hassawiyah Restaurant,26.3791915,50.0995772,restaurant,4.1,907,OPERATIONAL
729,Masmakat Al Fareej,26.3836081,50.1034753,restaurant,4,2177,OPERATIONAL
730,Turkistachio,26.3815126,50.1034264,restaurant,4,1345,OPERATIONAL
731,MALAMA | مالاما,26.3729829,50.1205409,restaurant,4.3,193,OPERATIONAL
732,Saladay سالاداي,26.3760459,50.1224546,restaurant,4.2,329,OPERATIONAL
733,Kudu - Hajer District - Dammam,26.3745291,50.1194941,restaurant,3.9,353,OPERATIONAL
734,Ronaldo’s Pizza رونالدوز بيتزا,26.3763289,50.1229901,restaurant,3.9,347,OPERATIONAL
735,مطعم الرواق الشامي للمشويات والمعجنات,26.3723775,50.123807,restaurant,3.7,336,OPERATIONAL
736,Griddle - جريدل,26.3762987,50.1223535,restaurant,3.9,82,OPERATIONAL
737,Friends Burger فريندز برجر,26.3730893,50.126309,restaurant,4.8,335,OPERATIONAL
738,بوفية الخير الطازج,26.3752052,50.1185681,restaurant,3.9,110,OPERATIONAL
739,بوفية أصل المختصين,26.3754369,50.1130377,restaurant,4.2,32,OPERATIONAL
740,شاورما على المزاج,26.3759948,50.1231399,restaurant,3.4,80,OPERATIONAL
741,بوفية لذيذ واطعم,26.3756209,50.1228901,restaurant,4.2,44,OPERATIONAL
742,بوفية ذوق هجر,26.3728496,50.1045116,restaurant,4.4,33,OPERATIONAL
743,مطعم النمس,26.383938200000003,50.1253461,restaurant,4.4,97,OPERATIONAL
744,مطعم كواتم النزهة البخاري,26.3724969,50.1234363,restaurant,2.4,49,OPERATIONAL
745,مطعم طلة جبل للوجبات السريعة,26.3721979,50.1238791,restaurant,4.7,49,OPERATIONAL
746,آيس الحفرة ice cukur,26.3730175,50.1269561,restaurant,5,30,OPERATIONAL
747,بوفية المختص,26.3751961,50.1185471,restaurant,4.4,12,OPERATIONAL
748,Come to Momma,26.3712449,50.1395786,restaurant,4.5,4402,OPERATIONAL
749,Wood Pizza,26.3837129,50.1408951,restaurant,4.7,547,OPERATIONAL
750,KFC,26.3810972,50.1481398,restaurant,4.4,368,OPERATIONAL
751,Falafel pie,26.3816655,50.1482008,restaurant,4.6,184,OPERATIONAL
752,LEVANTINE LOUNG & RESTAURANT ليفانتين لاونج,26.3740489,50.1480464,restaurant,4.8,135,OPERATIONAL
753,Al Tazij Bukhari Restaurant,26.3840491,50.14127,restaurant,3.7,263,OPERATIONAL
754,بوفية فطور بيروت٢,26.3833116,50.1399871,restaurant,4.2,65,OPERATIONAL
755,فول و تميس حسن يوسف,26.3839863,50.14121,restaurant,3.4,74,OPERATIONAL
756,Gaslamp restaurant,26.3712449,50.1395872,restaurant,3.5,17,OPERATIONAL
757,Belad Al-Sham Restaurant,26.372868800000003,50.1786023,restaurant,4.1,1838,OPERATIONAL
758,SKY By Archi,26.3699286,50.1768203,restaurant,4,1006,OPERATIONAL
759,Four Squares Café,26.379938,50.178208,restaurant,4.7,2098,OPERATIONAL
760,KFC,26.3821827,50.1783078,restaurant,3.7,1926,OPERATIONAL
761,Kebdat Hijazi,26.381606,50.1782653,restaurant,4,1579,OPERATIONAL
762,برغرايززر | Burgerizzr,26.3826099,50.1784354,restaurant,4.5,1835,OPERATIONAL
763,Kudu - Al Safa - Dammam,26.3860893,50.1782225,restaurant,4.2,402,OPERATIONAL
764,Popeyes,26.3859581,50.1782241,restaurant,4.4,805,OPERATIONAL
765,DOB Dining Hall,26.3837384,50.1683214,restaurant,3.5,57,OPERATIONAL
766,Hardee's,26.3820277,50.1782694,restaurant,4,976,OPERATIONAL
767,Tim Hortons,26.3709087,50.1747995,restaurant,4.8,209,OPERATIONAL
768,مطعم الذواق,26.3715089,50.1747141,restaurant,3.2,76,OPERATIONAL
769,Cheezycrab تشيزي كراب,26.3626226,50.1965794,restaurant,4.8,1107,OPERATIONAL
770,Manoosha Alreef,26.3625064,50.1962546,restaurant,4.1,1432,OPERATIONAL
771,Marassi Al Shouq Restaurant,26.363936,50.1920412,restaurant,4.4,105,OPERATIONAL
772,Roshm alsharq,26.3698187,50.1905458,restaurant,4.4,629,OPERATIONAL
773,Curry leaf restaurant,26.3624096,50.1964096,restaurant,3.4,56,OPERATIONAL
774,Habak,26.3670339,50.1862376,restaurant,4.2,665,OPERATIONAL
775,Krab,26.3619384,50.1950505,restaurant,4.7,490,OPERATIONAL
776,جرة وصاج,26.3625674,50.1963163,restaurant,3.8,543,OPERATIONAL
777,بوفية طاولة السعادة لتقديم الوجبات,26.3788496,50.1965652,restaurant,4.2,35,OPERATIONAL
778,Golden Juice,26.3624504,50.2062228,restaurant,3.9,679,OPERATIONAL
779,KFC,26.3628692,50.2060127,restaurant,3.6,1420,OPERATIONAL
780,Makbous Express,26.3628801,50.2058552,restaurant,4.3,1301,OPERATIONAL
781,Maiz Restaurant,26.3656875,50.2030625,restaurant,3.9,1455,OPERATIONAL
782,University Towers Restaurant,26.3667992,50.2048021,restaurant,4.2,736,OPERATIONAL
783,Hardee's,26.3671875,50.2045625,restaurant,3.9,1067,OPERATIONAL
784,ورق عنب ليليا,26.3638643,50.1993676,restaurant,4.7,603,OPERATIONAL
785,معجنات روز الشام,26.363813800000003,50.1995648,restaurant,4.9,318,OPERATIONAL
786,Indian family restaurant,26.3639362,50.2022307,restaurant,3.8,1385,OPERATIONAL
787,Wadi Shawaya Restaurant,26.3659192,50.2044576,restaurant,4.1,325,OPERATIONAL
788,مطاعم القناعة البخاري,26.3643998,50.2017718,restaurant,3.6,248,OPERATIONAL
789,Spicy Restaurant,26.3633863,50.2010899,restaurant,4.2,188,OPERATIONAL
790,فوال بسمة الطائف,26.3642498,50.2015463,restaurant,3.9,197,OPERATIONAL
791,بروست الباسل الراكة Broast Al Basel Rakah,26.3659536,50.2044366,restaurant,4,149,OPERATIONAL
792,Lazona albahar | لازونا البحر,26.3718391,50.228595,restaurant,4.5,134,OPERATIONAL
793,مطاعم البلدي البخاري,26.3721125,50.2283906,restaurant,4.1,57,OPERATIONAL
794,Win Burger | وين برجر,26.3752734,50.2351532,restaurant,4.3,62,OPERATIONAL
795,فوال وتمیس نورالصباح,26.3717114,50.2268656,restaurant,4,54,OPERATIONAL
796,ذرتي,26.3852571,50.235446,restaurant,4.5,17,OPERATIONAL
797,مطعم مندي المزاج الحضرمي,26.3716875,50.2279375,restaurant,4.1,14,OPERATIONAL
798,مطعم كشته ارت,26.3718722,50.2271696,restaurant,4.8,39,OPERATIONAL
799,مطعم واحة كبسه البخاري - WAHAD KABSA AL BUKHARI RESTAURANT,26.3724971,50.228611,restaurant,4.5,6,OPERATIONAL
800,مطعم ومطبخ طاهرة بخاري,26.3900822,49.9861036,restaurant,3.6,89,OPERATIONAL
801,فوال وتميس العنزي,26.3880674,49.9622376,restaurant,2.1,14,OPERATIONAL
802,دجاج وبيض,26.390122,49.98624,restaurant,4,21,OPERATIONAL
803,Pepper & Hot Restaurants,26.388508,49.962315,restaurant,4.4,17,OPERATIONAL
804,فلافل ضواحي دمشق,26.3856755,49.9723508,restaurant,3.7,14,OPERATIONAL
805,بوفيه المذاق المذهل,26.393379,49.9937011,restaurant,4,234,OPERATIONAL
806,حلا الين للحلويات,26.3913244,49.995335,restaurant,4,39,OPERATIONAL
807,مشويات و معجنات جياد دمشق,26.3917922,49.9951915,restaurant,3.7,123,OPERATIONAL
808,بوفية فن تاج الضاحية,26.3922688,49.9922937,restaurant,4.4,39,OPERATIONAL
809,برجر المشوي,26.3925635,49.9907341,restaurant,4,63,OPERATIONAL
810,Simplest Burger,26.3932992,49.9930766,restaurant,4.7,69,OPERATIONAL
811,بطاطس حاتم جيزاني,26.3933457,49.9942307,restaurant,4.2,5,OPERATIONAL
812,مطعم الشيف شعاع,26.3919501,49.9949283,restaurant,4.7,78,OPERATIONAL
813,لقيمات ترشرش,26.3920934,49.9913187,restaurant,3.7,3,OPERATIONAL
814,Shobrah Al Bukhari Restaurant,26.3990402,50.017959000000005,restaurant,4,1235,OPERATIONAL
815,مطبخ ومطعم ديار العز,26.4035798,50.0184858,restaurant,4.6,124,OPERATIONAL
816,مطعم صقور البادية,26.4036511,50.0164348,restaurant,4.3,177,OPERATIONAL
817,مطعم رمال اوس,26.3957631,50.0176832,restaurant,4.4,125,OPERATIONAL
818,بوفية لمار الضاحيه,26.4036036,50.0031535,restaurant,3.9,47,OPERATIONAL
819,فوال الرباط,26.3987771,50.0178525,restaurant,3.4,114,OPERATIONAL
820,مطعم الجنوب الحنيذ المنزلي,26.3931701,50.0238708,restaurant,3.4,10,OPERATIONAL
821,مطاعم طلة الخير البخاري,26.4038038,50.003057,restaurant,3.9,82,OPERATIONAL
822,بوفية سحب سبأ للوجبات السريعة,26.3960273,50.0185823,restaurant,3.3,63,OPERATIONAL
823,بروستد الجود الشرقي,26.3955168,50.0191464,restaurant,4.6,118,OPERATIONAL
824,Popeyes - بوبايز,26.3972508,50.0185217,restaurant,4.6,58,OPERATIONAL
825,مطبخ دياز العز للولائم,26.4040751,50.0183467,restaurant,3.8,8,OPERATIONAL
826,بوفية روابي السعيدة,26.3969937,50.0170025,restaurant,2.6,18,OPERATIONAL
827,بوفية ساعة كرك,26.3990066,50.006085,restaurant,4.1,14,OPERATIONAL
828,AlBaik,26.3957057,50.0410345,restaurant,4,10794,OPERATIONAL
829,فول خلوفة الدمام,26.3952499,50.0412276,restaurant,3.7,1975,OPERATIONAL
830,مطعم قصر لبدة,26.389548200000004,50.0413614,restaurant,4.2,879,OPERATIONAL
831,Baith Al Karak,26.3925826,50.0314809,restaurant,4,1553,OPERATIONAL
832,Subway,26.396497,50.042639,restaurant,4.1,1285,OPERATIONAL
833,بوفية عهود,26.4019363,50.0351621,restaurant,4,715,OPERATIONAL
834,مطعم بخاري مبهر,26.4008742,50.0402287,restaurant,3.9,360,OPERATIONAL
835,منؤشة الريف,26.3963223,50.0426633,restaurant,4.2,1466,OPERATIONAL
836,Maestro Pizza,26.3961983,50.0427035,restaurant,3.9,1034,OPERATIONAL
837,تكا سيندوج,26.3927103,50.031415,restaurant,3.8,99,OPERATIONAL
838,كبدة عربان,26.3992657,50.0412829,restaurant,4,1157,OPERATIONAL
839,مطبخ ومندي ريم البوادي,26.3996977,50.0408853,restaurant,3.9,984,OPERATIONAL
840,"Operation Falafel, Centro",26.3961436,50.0428245,restaurant,4.3,487,OPERATIONAL
841,SALT,26.3916648,50.0364033,restaurant,4.7,1091,OPERATIONAL
842,مطبخ نجد,26.3983979,50.0373384,restaurant,3.8,332,OPERATIONAL
843,Nando's - Nakheel Mall Damamm,26.390826800000003,50.0375892,restaurant,4.4,1436,OPERATIONAL
844,Sushi Library,26.391537,50.03712,restaurant,4.4,1960,OPERATIONAL
845,مطبخ مها للولائم,26.3900042,50.0408221,restaurant,4.1,351,OPERATIONAL
846,Jamie's Italian Nakheel Mall Dammam,26.391736,50.037040700000006,restaurant,4.5,2344,OPERATIONAL
847,Cocktail Mazza,26.4024889,50.0512902,restaurant,4.1,4004,OPERATIONAL
848,Tikkaway,26.4015549,50.0492428,restaurant,4.4,1490,OPERATIONAL
849,Madghout Touhama,26.3992424,50.0447803,restaurant,4.2,4844,OPERATIONAL
850,مقلط الفريج الفيصلية,26.3981946,50.0466386,restaurant,4.5,6648,OPERATIONAL
851,شواية الخليج‎,26.4015625,50.0404375,restaurant,4.1,4166,OPERATIONAL
852,Kufa,26.4025709,50.0514032,restaurant,4.1,6842,OPERATIONAL
853,مظبيكم,26.3995006,50.0454307,restaurant,4.1,1308,OPERATIONAL
854,Mozon,26.3979738,50.0468332,restaurant,3.6,627,OPERATIONAL
855,WOOD GRILL,26.3992325,50.0447608,restaurant,4.2,941,OPERATIONAL
856,Abuzaid restaurant,26.3994363,50.0451021,restaurant,3.9,1333,OPERATIONAL
857,YA Mal AlTeeb مطعم يامال الطيب,26.4019092,50.0501962,restaurant,4.2,3889,OPERATIONAL
858,باست,26.403861,50.0541254,restaurant,4.3,379,OPERATIONAL
859,بيت الشواية Shawaya House,26.4018706,50.0399509,restaurant,3.8,899,OPERATIONAL
860,ورق عنب سوما | Soma Grape Leaves,26.3969378,50.0444188,restaurant,4.7,931,OPERATIONAL
861,AlRomansiah Restaurant,26.4058688,50.0615876,restaurant,4.1,16820,OPERATIONAL
862,بوفية عمر الفيصلية,26.4015829,50.064097800000006,restaurant,4.1,1600,OPERATIONAL
863,alyahya bakeries,26.4050485,50.062115,restaurant,4.5,2306,OPERATIONAL
864,Q EAT,26.3912423,50.0739274,restaurant,4.7,1466,OPERATIONAL
865,McDonald's,26.404125,50.057959,restaurant,3.8,7742,OPERATIONAL
866,Casapasta | كازاباستا,26.4037829,50.0575103,restaurant,3.8,2419,OPERATIONAL
867,GRAV CAFE قراف كافيه,26.3937614,50.0723649,restaurant,4.4,1269,OPERATIONAL
868,فطور الطيبين الدمام,26.3936584,50.07245760000001,restaurant,4.3,1637,OPERATIONAL
869,Past | باست,26.4002342,50.0748132,restaurant,4.4,421,OPERATIONAL
870,Nathri Restaurant,26.3899305,50.0654713,restaurant,4,1053,OPERATIONAL
871,Chapati & Karak,26.395509,50.078163,restaurant,3.8,573,OPERATIONAL
872,McDonald's,26.399303,50.075584,restaurant,3.2,466,OPERATIONAL
873,Lute,26.3912672,50.0729058,restaurant,4.2,2195,OPERATIONAL
874,برغرايززر | Burgerizzr,26.403568,50.063467,restaurant,4.1,1653,OPERATIONAL
875,bin aqoul,26.3936566,50.0723734,restaurant,3.9,1538,OPERATIONAL
876,دوار السعادة,26.3814834,50.0563771,restaurant,4,200,OPERATIONAL
877,Awake,26.390049,50.0656436,restaurant,4.2,785,OPERATIONAL
878,Baba Khabbaz,26.396890400000004,50.068089,restaurant,4.3,2025,OPERATIONAL
879,Burger Hub,26.395353300000004,50.0782324,restaurant,4.7,1338,OPERATIONAL
880,لقيمات بنت القاضي - فرع الفيصلية,26.392169000000003,50.0687401,restaurant,4.1,1408,OPERATIONAL
881,smoke arts - سموك أرتس,26.3913924,50.0728159,restaurant,4.5,498,OPERATIONAL
882,Shrimp Caption,26.3913702,50.0728237,restaurant,4.5,1764,OPERATIONAL
883,Kishna Restaurant,26.3911481,50.0730373,restaurant,4.2,1612,OPERATIONAL
884,Riocha,26.3956178,50.0779305,restaurant,4.4,584,OPERATIONAL
885,كيتشن بارك,26.3947327,50.0861871,restaurant,2.4,80,OPERATIONAL
886,Al lahib,26.4054034,50.0831703,restaurant,3.9,287,OPERATIONAL
887,Zad AlSultan,26.3927517,50.104758700000005,restaurant,4.1,6119,OPERATIONAL
888,Sofret fayzah,26.4047564,50.1022571,restaurant,4.3,4147,OPERATIONAL
889,All Day,26.4048886,50.1021526,restaurant,4.4,1954,OPERATIONAL
890,Weber Burger,26.4016537,50.1051323,restaurant,4.6,2034,OPERATIONAL
891,AL Shallal Pastry,26.4011059,50.0989602,restaurant,4.3,551,OPERATIONAL
892,Maoon Restarunt,26.4018511,50.105152,restaurant,4.5,943,OPERATIONAL
893,Lghawees | لغاويص,26.4014923,50.1050336,restaurant,3.8,1095,OPERATIONAL
894,Lazona,26.4044312,50.1066992,restaurant,4.1,446,OPERATIONAL
895,مطعم ميدار للمأكولات البحرية medar,26.4006375,50.098066200000005,restaurant,4.2,1168,OPERATIONAL
896,مطعم المضياف (النزهه),26.4013634,50.1050062,restaurant,4,791,OPERATIONAL
897,lahza,26.393858400000003,50.104716,restaurant,4,297,OPERATIONAL
898,Shawarmer | شاورمر,26.3950192,50.104736,restaurant,4.5,895,OPERATIONAL
899,Coffee Warehouse,26.3947582,50.1047457,restaurant,4.2,1682,OPERATIONAL
