Business ID,POI Name,POI Latitude,POI Longitude,Category,Rating,Popularity
445,CHUBBY B (تشبي بي),26.358997,50.20766,Burger Joint,8.9,0.986350476
446,SMOKIT (سموكِت),26.361453,50.194175,Burger Joint,8.5,0.993306845
447,Noodlez (نودلز),26.362795,50.197468,Noodle Restaurant,8.4,0.9792687665292104
448,هارديز,26.367147,50.204652,Burger Joint,8,0.9994229217095169
449,Meltzone (ميلتزون),26.362164,50.196984,Fast Food Restaurant,8.1,0.9959515184939148
450,Asado (اسادو),26.359864,50.206786,Argentinian Restaurant,8.2,0.9361142097940665
451,Green Bukhari Restaurant,26.360087,50.192037,Middle Eastern Restaurant,8.1,0.9457027186242684
452,Spot (سبوت),26.359436,50.207363,Burger Joint,8.2,0.900279508
453,كبدة الحجازي,26.381637,50.178402,Middle Eastern Restaurant,8.1,0.9912168950481104
455,Capon (كايبون),26.361945,50.195132,Burger Joint,8,0.9085018111627792
