Business ID,POI Name,POI Latitude,POI Longitude,Category,Rating,Popularity
933,Hashi Basha (حاشي باشا),26.373465,49.963758,Middle Eastern Restaurant,,0.9982910837764932
934,ممشاء الامانه,26.375513,49.971455,Sandwich Spot,,0.9891788658945738
935,مطعم الحلز,26.358404,49.965297,Restaurant,,0.969205025
936,مطبق ومعصوب ركن الديرة,26.357957,49.965238,Middle Eastern Restaurant,,0.9995211542990946
937,مطاعم ليان,26.372983,49.960953,Restaurant,,0.073942011
938,مطاعم دانة السور البخاري,26.35783,49.963375,Middle Eastern Restaurant,,0.9961810172137344
939,Fish Time Restaurant,26.355414,49.968061,Seafood Restaurant,,0.6109977237269495
940,مطعم وقت السمك للماكولات البحرية,26.35532,49.968119,Seafood Restaurant,,0.9426984619601296
941,حنيذ المله,26.355891,49.956599,Middle Eastern Restaurant,,0.9994803088829618
942,سريري الحلو,26.359723,49.95001,Afghan Restaurant,,0.9708124000575652
943,The Circle (برجر الدائرة),26.346766,49.970341,Restaurant,,0.5088406658489949
944,استراحة الوجبة الساخنة,26.342042,49.97035,Diner,,0.087761657
945,Shawrmer,26.341977,49.969978,Shawarma Restaurant,,0.9364772851769696
946,Shawarmer (شاورمر),26.341963,49.970048,Shawarma Restaurant,,0.9790324573454884
947,برجر كنج,26.341017,49.966699,Burger Joint,,0.1576253111281872
948,Burger Monster (وحش البرجر),26.392639,49.977847,Burger Joint,,0.8148021243179229
949,كودو,26.337533,49.957265,Fast Food Restaurant,8.2,0.998730026
950,مطعم الرومانسية أكسبرس,26.338765,49.957649,Middle Eastern Restaurant,7.6,0.9997551310940628
951,Hala Restaurant (مطعم هلا),26.336786,49.953907,Restaurant,,0.93391316
952,Ennab,26.338657,49.957381,Kebab Restaurant,,0.9980097721067543
953,بوفية وجبتي المميزة,26.334649,49.954652,Indian Restaurant,,0.3897344399005509
954,بروستد مشوار الفرسان,26.338212,49.957796,Fried Chicken Joint,,0.9902862983733473
955,المطعم الهندي الرخيص والقوي,26.338951,49.958074,Indian Restaurant,,0.9828930235647512
956,كودو,26.337826,49.957483,Fast Food Restaurant,,0.949286739
957,كودو,26.337518,49.957328,Restaurant,,0.686779459
958,بوفية هلا,26.33752,49.958276,Sandwich Spot,,0.9999166549920032
959,مؤسسة نخلة الوادي التجارية,26.332638,49.956549,Restaurant,,0.9032128291761988
960,مطعم ومندي جبل حضرموت,26.394898,49.976121,American Restaurant,,0.1345200899006336
961,مطعم ومطبخ طاهرة البخاري,26.390094,49.98633,Asian Restaurant,,0.8108508583708736
962,مشاوي ابو حسن,26.389161,49.992269,BBQ Joint,,0.8942722638374663
963,مشاوي ابو حسن,26.38919,49.992417,BBQ Joint,,0.7148284766097643
964,مطعم البخاري,26.484695,49.926936,Middle Eastern Restaurant,,0.4311162161519062
965,Wild Burger (وايلد برجر),26.386854,50.061178,Burger Joint,8.1,0.9747485732633172
