POI Name,POI Latitude,POI Longitude,Category,Rating,Popularity,Matched Population,Population Within 1km
Road Café (قهوة الطريق),26.21837,50.208501,Coffee Shop,,0.9835177920108292,824.0,18690
ديوانية زمان البركة,26.217195,50.203506,Coffee Shop,,0.939786671346026,817.0,21074
Love Coffe,26.266142,50.203234,Coffee Shop,,0.7732975696576965,1905.0,87377
ديوانية شاله,26.217911,50.190106,Café,,0.4070666683378665,,12247
بوفية شلالات صنعاء,26.266906,50.199611,Coffee Shop,,0.8729052555055589,2161.0,90483
Gracela Cafe,26.216802,50.192583,Café,,0.8280210069814371,586.0,14254
الشبة,26.26673,50.19417,Café,,0.8833962122256621,2825.0,77960
بيت الكيف للقهوة,26.265413,50.209797,Coffee Shop,,0.8826692403143527,3669.0,70077
مقهى رصه للترفيه,26.216528,50.192872,Café,,0.4645726533221363,586.0,15831
Olden (اولدن),26.301878,50.201303,Coffee Shop,9.6,0.9994610380657534,482.0,52999
ATYPICAL (اتيبكل),26.30599,50.190239,Coffee Shop,9.0,0.9997743880275246,316.0,18128
Urth Caffe (ايرث كافيه),26.317849,50.20377,Café,9.5,0.9998997280122331,388.0,10504
La Panetière,26.318069,50.194271,Coffee Shop,9.0,0.999147688103982,449.0,12577
مُر,26.316915,50.204099,Coffee Shop,9.0,0.9989972801223318,388.0,10942
Dose (دوز),26.317878,50.203825,Coffee Shop,9.0,0.9959891204893272,388.0,10504
the usual (ذي يوجول),26.305565,50.183432,Coffee Shop,9.4,0.9961395284709776,111.0,19577
ARCHI (ارتشي),26.298652,50.189677,Coffee Shop,9.2,0.9906245691438026,530.0,38027
7 Grams (٧ جرام),26.305571,50.183189,Coffee Shop,9.3,0.9943973026835292,111.0,19147
Nass (نَصّ),26.302977,50.211757,Coffee Shop,9.4,0.9997117180351704,2557.0,65065
ZOLIEA (زُولِية),26.298005,50.209832,Coffee Shop,9.4,0.995851246506148,4298.0,82478
Organico Speciality Coffee (قهوة اورقانيكو المختصة),26.303736,50.210663,Coffee Shop,8.8,0.9811488662998384,2557.0,55459
llama (لاما),26.303217,50.181088,Coffee Shop,9.2,0.9985335221789104,257.0,23768
OLABS (اولابز),26.303277,50.206322,Coffee Shop,8.4,0.9851848138074528,1696.0,52857
Mound,26.305497,50.178332,Coffee Shop,9.3,0.9937956707569282,1105.0,20344
Olden (اولدن),26.31523,50.216146,Coffee Shop,9.5,0.9997618540290538,898.0,21709
UMQ Coffee (قهوة عُمق),26.321786,50.211889,Coffee Shop,9.4,0.9994234360703408,215.0,17998
UMQ Coffee (قهوة عُمق),26.297826,50.212496,Coffee Shop,9.3,0.9927428148853766,4298.0,77925
COSMO (DRIVE THRU) (كوزمو),26.325143,50.207918,Coffee Shop,9.3,0.9963150044495694,576.0,16740
Balancd Coffee (بالنسد كوفي),26.305186,50.217246,Coffee Shop,9.3,0.9993482320795156,135.0,42247
Caffeination (كافينيشن),26.307375,50.178835,Coffee Shop,8.8,0.9934196508028026,227.0,17470
MYLK (ميلك),26.302492,50.21375,Coffee Shop,8.7,0.9922539889450134,2006.0,63730
CAVO (كاڤو),26.314479,50.217111,Coffee Shop,9.0,0.9951869445871928,867.0,20741
Equal (إيكول),26.31984,50.216692,Coffee Shop,9.3,0.9988343381422108,931.0,16194
Gravity Lounge,26.307034,50.176208,Café,9.0,0.9977438802752466,1021.0,15994
Boad Coffee Roasters (مقهى و محمصة بُعد),26.305397,50.178167,Coffee Shop,8.8,0.994071418723287,1105.0,20344
Core Coffee & Roastery,26.325143,50.207633,Coffee Shop,8.9,0.9945351766667084,576.0,16740
ستاربكس,26.300423,50.215308,Coffee Shop,8.8,0.9884937894037577,3668.0,59540
LLuvia (يوڤيا),26.309265,50.220214,Coffee Shop,9.1,0.9969041023776996,547.0,23569
Wacafe (وكف),26.319811,50.216804,Coffee Shop,9.0,0.9970169083639372,931.0,16194
Andes Coffee Roasters (محمصة و مقهى أنديز),26.29783,50.219115,Coffee Shop,9.6,0.9987089981575022,2923.0,53908
Specialty Bean Cafe (محمصة سبيشلتي بين),26.300319,50.219761,Coffee Shop,9.2,0.9932567088226816,106.0,43491
شاهي T1,26.2968,50.217331,Café,9.2,0.982439868142336,2631.0,66695
Bohemia (بوهيميا),26.299565,50.214963,Coffee Shop,8.7,0.9957259065214394,3668.0,72170
Shrq Coffee Roasters (مقهى ومحمصة شرق),26.311596,50.223059,Coffee Shop,9.3,0.9994485040672824,1174.0,15584
A Plus (آي بلس),26.299565,50.174274,Coffee Shop,9.2,0.999059950114686,1793.0,18619
Line Espresso Bar (لاين اسبريسو بار),26.296109,50.21903,Coffee Shop,9.3,0.9976060062920672,2631.0,66279
Barn's (بارن كافيه),26.322756,50.179696,Coffee Shop,8.8,0.9936076607798654,,11039
Starbucks (ستاربكس),26.268738,50.216005,Coffee Shop,9.1,0.9853352217891028,3227.0,51308
Vicoli Boutique (ڤيكولي بوتيك),26.272916,50.216325,Café,8.8,0.9573342692052192,,56763
ستاربكس,26.266237,50.213014,Coffee Shop,8.1,0.993645262775278,401.0,64290
Caffè Nero,26.274295,50.200446,Coffee Shop,8.2,0.9851096098166277,4182.0,105651
Tea time,26.277549,50.211453,Coffee Shop,8.5,0.975671508968076,3991.0,83536
Sea Rock (صخر البحر),26.261907,50.219034,Café,8.0,0.9377812315906896,,15936
ستاربكس,26.272397,50.206836,Coffee Shop,7.9,0.8853765839840567,3406.0,103688
SunRoom Cafe and Restaurant,26.271953,50.221238,Café,7.6,0.9772382587769324,,28762
ديوانية المشراق,26.265613,50.210393,Café,,0.9581239111088828,3669.0,65688
ديوانية فن الزعفران,26.269137,50.19041,Coffee Shop,,0.3992454532920547,4007.0,79943
Deawaniyat Gdoe (ديوانية قدوع),26.269075,50.19019,Coffee Shop,,0.3944574658761892,4007.0,72642
قهوة الشيوخ,26.270306,50.192228,Café,,0.475276688016244,3820.0,84537
ديوانية وقت القهوة,26.271939,50.195694,Café,,0.3334795633154933,4931.0,100904
Coffee Only,26.273196,50.200791,Coffee Shop,,0.8704485918052718,4182.0,109013
La mode coffee,26.267111,50.215659,Coffee Shop,,0.8624268327839264,401.0,55682
Density,26.274618,50.205582,Coffee Shop,,0.4772946617700512,3406.0,105680
مقهى ومحمصة شرق,26.274785,50.205435,Coffee Shop,,0.947846032362784,3406.0,105680
Al-Taam Coffee and Flour Mill (مطاحن وبن التام),26.273722,50.185155,Café,,0.943935424839878,985.0,56606
دربي كافيه,26.278119,50.200092,Coffee Shop,,0.9198450797789004,3560.0,93970
كرك وجباتي,26.27835,50.200798,Coffee Shop,,0.9458029906120352,3560.0,100436
ديوانية نايف للقهوة الغربية,26.278381,50.200672,Café,,0.4304175074890641,3560.0,94447
Derby Coffee International,26.279088,50.201313,Coffee Shop,,0.0085105849617086,3560.0,103796
Otranto Coffee,26.27915,50.201297,Coffee Shop,,0.899176516300465,3560.0,103796
شوكلت لاونج,26.274332,50.180842,Café,,0.3664189112968928,,32889
برنس الشرق,26.279398,50.190786,Café,,0.9723625333717708,4233.0,94358
Woods,26.278907,50.209022,Café,,0.8729804594963839,17.0,100860
كرك الصبيخه,26.277397,50.213026,Café,,0.2991614755023,5418.0,84075
Golden Tea (كرك الذهبي),26.277475,50.212968,Coffee Shop,,0.908251131193362,5418.0,80005
The Sky Cafè,26.217394,50.21289,Coffee Shop,9.0,0.965995262148578,201.0,13477
Boston’s Cafe (بوسطن كافيه),26.211082,50.212599,Coffee Shop,8.8,0.9260744770189138,,15262
Worthy Coffee,26.211083,50.212834,Coffee Shop,8.7,0.9747189250842913,,15262
24 Cafe,26.21698,50.184451,Coffee Shop,7.6,0.9862126016820626,,9530
Bon cafe,26.215957,50.179174,Café,7.5,0.937283174144368,17.0,8084
Le Paumé Café,26.217517,50.212858,Café,6.9,0.0674329117731847,201.0,13477
Barn's  (بارنز),26.217048,50.184841,Coffee Shop,,0.9916272890214708,,9530
Knock (نوك),26.337298,50.201441,Coffee Shop,9.2,0.9978441522630134,588.0,20346
Soulaf (سُلاف),26.337207,50.201602,Coffee Shop,9.1,0.9903738891743856,588.0,20346
Double A (دبل اي),26.34224,50.180956,Coffee Shop,8.9,0.9689156837922864,752.0,12272
Elegant Garden,26.338082,50.208264,Café,8.7,0.989057819334946,337.0,16039
The HUB (ذا هب),26.334396,50.189335,Coffee Shop,8.9,0.9473321384254793,1678.0,18763
Starbucks (ستاربكس),26.334167,50.212065,Coffee Shop,8.9,0.9915395510321748,1441.0,14101
10° Coffee House (تن دقريز بيت القهوة),26.330281,50.212671,Coffee Shop,8.9,0.992291590940426,447.0,13679
Dose (دوز كافيه),26.338543,50.208261,Coffee Shop,8.2,0.9890954213303584,337.0,15981
Dallat Alfaris Cafe (مقهى دلة الفارس),26.342778,50.182055,Café,8.0,0.983469533604698,673.0,13682
Note Music Center & Cafe (مركز ومقهى نوت للموسيقى),26.336032,50.192987,Café,7.9,0.8971084065527744,723.0,18772
La Mode Co,26.336461,50.197177,Coffee Shop,7.8,0.9536492736547886,461.0,18693
Derby Coffee,26.335396,50.191847,Coffee Shop,7.5,0.9379692415677524,723.0,19880
Dose Cafe,26.332859,50.212547,Coffee Shop,7.5,0.9526716217740622,2507.0,13046
Motion Cafe,26.334797,50.191473,Coffee Shop,7.3,0.9354123058796988,723.0,20147
ستاربكس,26.328859,50.20053,Coffee Shop,7.4,0.9113470288156624,207.0,18596
Dyjor Roasters (محمصة دَيْجُور),26.288549,50.21758,Coffee Shop,9.1,0.9940463507263452,2297.0,70129
Starbucks (ستاربكس),26.288657,50.216227,Coffee Shop,8.8,0.9818006342203226,2297.0,74241
Iraqi Tea (جاي عراقي),26.293538,50.219764,Coffee Shop,9.0,0.994647982652946,,61828
24 Cafe (قهوة ٢٤),26.284406,50.218504,Coffee Shop,9.2,0.9969918403669956,1060.0,57877
Half Million (هاف مليون),26.29513143624868,50.22073713345232,Coffee Shop,9.0,0.999235426093278,170.0,55593
Black Horse Coffee Roasters (محمصة الخيل الأسود),26.28542,50.218593,Coffee Shop,8.9,0.9783913866362508,2727.0,56687
Starbucks Reserve (ستاربكس ريزيرڤ),26.28304,50.219394,Coffee Shop,9.4,0.9891956933181254,1060.0,59447
Koffiqa Coffee Roasters (مقهى و محمصة كوفيكا),26.283817,50.220222,Coffee Shop,9.2,0.994572778662121,68.0,48162
QAF Coffee Roasters (محمصة ومقهى قاف),26.283475,50.220952,Coffee Shop,9.4,0.9883433814221074,68.0,42843
Sensations Coffee & Co (سنسيشنز كوفي آند كو),26.299705,50.220394,Coffee Shop,9.0,0.9870649135780806,106.0,45788
Owl bakehouse,26.29947,50.215326,Coffee Shop,8.3,0.9900480052141434,3668.0,72170
Danube Le Gourmet,26.304514,50.222378,Café,9.1,0.9962774024541567,77.0,21193
Tulum (تولوم),26.303594,50.223328,Coffee Shop,8.9,0.99617713046639,30.0,20818
Panama (بنما),26.299744,50.212176,Coffee Shop,8.2,0.996101926475565,4298.0,77313
Chemistry Coffee (كيمستري كوفي),26.302902,50.222152,Coffee Shop,8.6,0.9873782635398518,30.0,26869
HOBRA (هوبرا),26.309177,50.214547,Coffee Shop,8.9,0.9904490931652108,1747.0,35363
Starbucks (ستاربكس),26.30457,50.199171,Coffee Shop,9.0,0.9852224158028652,483.0,28269
Tim Hortons,26.299082,50.181486,Coffee Shop,9.1,0.985234949801336,419.0,30561
Starbucks (ستاربكس),26.30203,50.17745,Coffee Shop,8.6,0.9869270395949012,805.0,23041
Starbucks (ستاربكس),26.307338,50.173058,Coffee Shop,8.8,0.9931815048318564,43.0,14233
8Oz Coffee,26.304103,50.168187,Coffee Shop,9.3,0.9954376245566098,,13750
ZOYA (زويا),26.303561,50.169328,Coffee Shop,9.0,0.9972801223318252,,14333
7 Grams (٧ جرام),26.290708,50.18091,Coffee Shop,8.6,0.9936327287768072,349.0,32835
Marks & Spencer Coffee (ماركس & سبنسر كافيه),26.307846,50.17381,Coffee Shop,8.3,0.9929809608563228,43.0,15050
Ben’s Cookies,26.303537,50.170626,Coffee Shop,8.5,0.9948610606269506,182.0,16055
Tulum (تولوم),26.308906,50.169742,Coffee Shop,8.5,0.9908627151147488,,15637
Density Coffee Roasters (محمصة ومقهى دينسيتي),26.328687,50.180382,Coffee Shop,9.1,0.9964779464296906,167.0,15417
Beyond,26.32838,50.180226,Coffee Shop,9.1,0.9967536943960492,1144.0,15634
Unleash Coffee,26.281435,50.20057,Coffee Shop,8.8,0.9731897772708472,629.0,89841
ارابيا كافيه,26.28406,50.210689,Coffee Shop,9.4,0.9851221438150984,4297.0,81118
Shathrat Cafe (شذرات كافيه),26.275161,50.218922,Café,8.9,0.9707957835629144,589.0,41550
Methods (ميثودز),26.282662,50.220466,Coffee Shop,9.0,0.9525462817893536,68.0,45258
Blue Sky,26.285347,50.194241,Coffee Shop,8.4,0.9851973478059236,1634.0,89740
Meem Coffee (مِيم),26.289472,50.216453,Coffee Shop,8.4,0.9644410463381924,2297.0,81058
Tell A Tale (تيل ا تيل),26.296472,50.219226,Café,9.3,0.9840818219420178,2631.0,60108
Aged Coffee House,26.299294,50.202342,Coffee Shop,9.1,0.9773761327601118,2154.0,61889
ستاربكس,26.289013,50.21912,Coffee Shop,8.2,0.9749570710552372,2297.0,68406
Blue Star Cafe (بلو ستار كافيه),26.32715,50.215145,Coffee Shop,8.8,0.9917024930122958,260.0,14885
Cofféa (كوفيا),26.324793,50.206615,Coffee Shop,8.5,0.9637391424238246,576.0,16799
تّل,26.321884,50.220768,Coffee Shop,9.3,0.9967160924006369,223.0,12325
VARDØ (Vardø),26.321546,50.219743,Coffee Shop,8.9,0.9874910695260896,345.0,15356
Namq (نمق),26.319378,50.22272,Coffee Shop,9.4,0.9998621260168208,552.0,11582
Density Coffee Roasters (محمصة و مقهى دينستي),26.319682,50.222786,Coffee Shop,9.2,0.9982577742125516,552.0,11207
OTOÑO (أوتونيو),26.320071,50.222049,Coffee Shop,9.0,0.9971923843425292,223.0,11842
QASHA (‎قَشة),26.318468,50.222844,Coffee Shop,9.4,0.9966910244036952,552.0,12453
Willow,26.318095,50.222335,Café,9.3,0.9939084767431658,552.0,12453
Veloce (فيلوتشي),26.319932,50.222584,Café,8.9,0.991100861085695,552.0,11207
Starbucks (ستاربكس),26.316542,50.223297,Coffee Shop,9.4,0.9966659564067534,1016.0,11786
RAMLA (رملا),26.317157,50.223023,Coffee Shop,9.1,0.9855106977676948,552.0,11786
Ballet Coffee (باليه كافيه),26.317294,50.222958,Coffee Shop,8.7,0.9969542383715828,552.0,11786
SEQUENCE (سيكونس),26.314555,50.217032,Coffee Shop,8.6,0.9888322073624708,867.0,20741
Arabia Coffee,26.314734,50.210611,Coffee Shop,8.4,0.9784540566286052,375.0,19659
The BLK. (The BLK),26.31012,50.224268,Coffee Shop,9.3,0.9929308248624392,,14707
INSIDE (ان سايد),26.310537,50.224136,Coffee Shop,9.1,0.994146622714112,136.0,14707
Sharik Café (شارك كافيه),26.309689,50.223518,Coffee Shop,9.2,0.9958387125076772,,14707
Eclipse (إكلبس),26.309511,50.223659,Coffee Shop,9.1,0.9992980960856322,,14813
Peek-A-Brew (بيك-أ-برو),26.3092,50.219423,Coffee Shop,8.9,0.9887820713685872,324.0,26126
OOB (او او بي),26.310512,50.224067,Coffee Shop,8.8,0.9972550543348834,136.0,14707
Crafter (كرافتر),26.317755,50.223038,Coffee Shop,8.2,0.9933319128135066,552.0,12323
COSMO (كوزمو),26.310797,50.223505,Coffee Shop,8.7,0.9948735946254216,136.0,14707
ARCHI (ارتشي),26.309359,50.222512,Coffee Shop,8.9,0.9985711241743228,547.0,16819
Monroe (مونرو),26.306498,50.224632,Coffee Shop,9.0,0.9840692879435468,,16652
NESPRESSO (نسبريسو),26.302641,50.22228,Coffee Shop,9.1,0.9818758382111478,30.0,28126
شاهي وكرك وجباتي,26.218035,50.214424,Café,,0.9715728914681072,201.0,7898
كوفي ماله أسم,26.219706,50.221538,Coffee Shop,,0.3884113792529971,,597
Barn’s,26.215248,50.212912,Coffee Shop,,0.933018312171766,,15775
Coffee Vally,26.215078,50.207103,Coffee Shop,,0.9935449907875112,886.0,21109
Barn’s,26.215015,50.206951,Coffee Shop,,0.9745434491056992,886.0,21670
ورقة ربيع,26.213501,50.207837,Coffee Shop,,0.7362094681824449,1497.0,20360
Gfs,26.211021,50.212851,Coffee Shop,,0.1324843638369076,,15262
سنقيلي,26.209927,50.220798,Café,,0.9708584535552688,,2791
حي الجسر للعطارة,26.210258,50.206033,Coffee Shop,,0.4157276612812253,1611.0,22540
دكان وافل,26.210136,50.203625,Café,,0.9566448992893224,456.0,22540
Mare Cafe,26.216288,50.193657,Café,,0.232593409623604,586.0,18152
Starbucks (ستاربكس),26.33079,50.162701,Coffee Shop,8.7,0.9804469623854706,149.0,17951
Toast & Tonic (توست آند تونك),26.328825,50.18005,Café,8.0,0.2265018863667698,1144.0,15634
Spark Coffee Drive Thru,26.332617,50.161098,Coffee Shop,8.4,0.9948986626223632,243.0,16033
KYAN (كيان),26.330769,50.161804,Coffee Shop,8.1,0.9780780366744796,243.0,17936
Starbucks (ستاربكس),26.3234,50.16423,Coffee Shop,9.2,0.9881303034481028,680.0,15080
AlShabba (الشبّة),26.30368,50.175089,Café,9.0,0.959728262913152,1206.0,19318
DE FLORÉ (دي فلور),26.305748,50.183144,Coffee Shop,8.4,0.9898349272401388,111.0,19485
La Pazzia (لا بازيا),26.306224,50.18003,Coffee Shop,8.3,0.9729140293044884,1105.0,20036
Sword (سورد),26.306253,50.183136,Coffee Shop,8.2,0.9733151172555556,111.0,17855
Lily (ليلي),26.306108,50.1722,Coffee Shop,8.5,0.995337352568843,55.0,16882
Van Houtte Café (فان هوت كافيه),26.300607,50.172346,Café,8.7,0.97617286890691,3425.0,17615
Starbucks (ستاربكس),26.299397,50.188723,Coffee Shop,8.5,0.9693543737387664,530.0,38235
Tim Hortons,26.323339,50.164955,Coffee Shop,8.5,0.9823395961545692,680.0,16464
ديوانية الساحل,26.323848,50.16618,Café,8.3,0.973039369289197,463.0,15995
Tim Hortons (تيم هورتونز),26.310926,50.21352,Coffee Shop,8.0,0.984482909893085,375.0,26030
CASSIA (كاسيا),26.282297,50.199468,Coffee Shop,8.3,0.9260243410250304,629.0,93638
Soir,26.282272,50.221471,Café,9.0,0.9933945828058608,68.0,32957
Rosalie (روزالي),26.29052,50.178126,Café,8.4,0.9786546006041388,78.0,25588
مقهى قدوع,26.284312,50.18926,Café,7.6,0.968878081796874,4025.0,75710
MANTO ROSE (Manto Rose),26.281672,50.222398,Café,8.5,0.9681511098855646,68.0,27386
Mondo (موندو),26.286802,50.218348,Café,7.8,0.9449130767206046,2727.0,62738
Bisket,26.291562,50.216982,Coffee Shop,7.8,0.9573969391975734,1257.0,79927
Coffee Valley (وادي القهوه),26.293647,50.172109,Coffee Shop,7.8,0.977112918792224,,16149
Krispy Kreme (كرسبي كريم),26.309626,50.171926,Café,7.6,0.9784039206347216,,13512
Le Café,26.292721,50.180913,Café,8.5,0.9629996365140444,926.0,31293
Aioli Lounge (أيولي لاونج),26.273304,50.220884,Coffee Shop,7.5,0.8892871915069627,,33881
Derby Coffee (ديربي كافيه),26.273334,50.22005,Coffee Shop,6.8,0.908338869182658,,40922
حلويات طرابلس,26.281863,50.210262,Café,6.8,0.9209355376458644,4297.0,90754
Dr. Cafe,26.275465,50.216483,Café,,0.913603148540416,589.0,57010
Al Amwaj Suites,26.277092,50.21523,Café,,0.9598536028978604,5418.0,67690
Noor Cafe,26.277766,50.213402,Café,,0.8933983430054021,5418.0,80005
الشرقية,26.280075,50.208813,Café,,0.0897684970482433,956.0,104235
Three Seeds,26.280188,50.208415,Coffee Shop,,0.0430417507489064,956.0,104235
Coffeekov,26.28021,50.208292,Coffee Shop,,0.9809232543273628,956.0,104235
Cafe 88,26.28065,50.210521,Café,,0.9850093378288608,17.0,91286
Joffre's,26.281016,50.207829,Coffee Shop,,0.9807853803441836,956.0,92714
Modka Caffe (مقهى مودكا),26.28154,50.209934,Café,,0.6139904490931652,4297.0,93556
Coffee Sol,26.281965,50.205338,Coffee Shop,,0.737726081997418,,92450
ع كافيه,26.282186,50.210826,Café,,0.9054936515297746,4297.0,92569
Caffé bene (كافيه بيني),26.28193,50.201688,Café,,0.9244826592131156,629.0,86369
Scratch Winter Nights,26.282426,50.205571,Coffee Shop,,0.3470162816640136,444.0,100952
Scratch Karak & Bread,26.282764,50.205364,Café,,0.8809520825238459,,113351
Hawaya Cafe,26.282832,50.211011,Café,,0.9382575235325822,4297.0,92569
شعبيات بوعادل,26.201551,50.205898,Café,7.8,0.8745722773021821,1345.0,24073
مقهى البن اللذيذ,26.208187,50.189177,Coffee Shop,,0.5367559505157741,1176.0,16554
كافيه جواهر الورق,26.207957,50.189179,Café,,0.8803379165987741,1176.0,16541
Blueprint Coffee Roasters,26.211197,50.188859,Coffee Shop,,0.9648797362846722,1214.0,16583
Lavande,26.21258,50.189322,Coffee Shop,,0.955316295451412,1214.0,17311
آرت سويت,26.152038,50.159797,Coffee Shop,8.3,0.972951631299901,291.0,3342
Derby Cafe (مقهى دربي),26.156956,50.161336,Coffee Shop,7.9,0.9966784904052242,127.0,3736
Ozone Coffee (أوزون كوفي),26.154863,50.161281,Coffee Shop,7.8,0.1460336161838988,202.0,3114
شاي ابو ياسر,26.14716,50.162612,Coffee Shop,7.0,0.9042026496872768,,2192
كوستا كوفي,26.145521,50.151304,Coffee Shop,6.3,0.9350112179286314,204.0,5362
Cafe Bowl - Sara Village,26.144828,50.150601,Café,,0.0655277440056152,204.0,5312
Sameah,26.153812,50.144651,Coffee Shop,,0.2698699143480531,451.0,10850
شاي مناحي,26.14716,50.162376,Café,,0.6508153366005289,,2396
القهوة المثالية,26.151289,50.161468,Café,,0.9681385758870936,291.0,2529
شاي جمر وهيل,26.148251,50.16262,Coffee Shop,,0.5829061328854518,,2200
Sparkle Coffee,26.125032,50.142943,Coffee Shop,,0.9717107654512868,163.0,5372
شاي التاج,26.151587,50.163364,Café,,0.3092012082774525,,2267
ديوانية الذوق المتميز,26.157339,50.160941,Coffee Shop,,0.1372222152588897,127.0,3736
مانتو روز,26.157051,50.161293,Coffee Shop,,0.6949600792148704,127.0,3736
مقهى ليالي العزيزية,26.155763,50.163419,Coffee Shop,,0.903337803792788,,3114
قهوة الفيشاوي - العزيزية,26.163458,50.163463,Coffee Shop,,0.3015680032087036,,2869
Euro Village Café,26.116615,50.159469,Café,,0.972104234957085,,163
First Light (فيرست لايت),26.330497,50.212969,Coffee Shop,7.5,0.2366544251281601,447.0,13679
Pianolla Coffee,26.337987,50.204865,Coffee Shop,6.1,0.9749696050537082,263.0,17043
شاي Ok,26.347849,50.228664,Café,,0.6856097163556146,,0
شاهي ملغم,26.3451,50.226235,Café,,0.9374929496258602,,0
Vip Tea,26.344698,50.226008,Café,,0.2099570083852449,,0
WOODS Specialty Café & Roastery,26.350581,50.211212,Coffee Shop,,0.1420102026747552,,9542
Rebeat,26.349336,50.209431,Coffee Shop,,0.9356128498552324,,13432
Ola Amor (اولا امور),26.323288,50.228905,Coffee Shop,8.2,0.986851835604076,,4099
ZOYA (زويا),26.313638,50.223643,Coffee Shop,8.8,0.9533860596869008,355.0,12691
Drag Coffee (دراق كوفي),26.269137,50.216254,Coffee Shop,6.4,0.9227404334256673,573.0,51995
dr. Cafe (د. كيف),26.267476,50.213858,Café,,0.8616622588772044,401.0,65885
Cafe Vergnano,26.268964,50.2127,Café,,0.8996778762392991,3227.0,66403
Vroulik,26.269432,50.218829,Coffee Shop,,0.630121705125152,573.0,36694
شاهي أم عبدالله,26.29659,50.22304,Coffee Shop,9.1,0.9572089292205106,170.0,31678
Costa Coffee (كوستا كوفى),26.291703,50.22019,Coffee Shop,7.6,0.9701064136470176,,63539
Shrq Coffee Roasters (مقهى ومحمصة شرق),26.177522,50.157961,Coffee Shop,9.4,0.9999942231093694,191.0,8275
Art Sweet,26.175021,50.162254,Coffee Shop,8.8,0.9970171648725858,175.0,4680
Dunkin,26.168849,50.16189,Coffee Shop,8.1,0.9998875160502764,154.0,3040
صناع القهوه,26.185303,50.165158,Coffee Shop,,0.4154980742213381,115.0,4532
Le café,26.184964,50.164657,Coffee Shop,,0.978659249851665,115.0,4411
حاسة القهوه,26.184872,50.164799,Coffee Shop,,0.8614801386301059,115.0,4411
كيف النشاما,26.184242,50.164788,Coffee Shop,,0.3715226776676987,49.0,3968
Crebarista Coffee,26.184085,50.164962,Coffee Shop,,0.1122169403118681,49.0,4029
الشاي المخدر,26.184242,50.164788,Café,,0.9451935188376897,49.0,3968
شاي مشكل,26.183858,50.164712,Café,,0.58494310717061,49.0,3968
كيان,26.173235,50.157257,Coffee Shop,,0.9996179617526576,384.0,7632
شاهي المذاق السعودي,26.173456,50.163255,Coffee Shop,,0.9578146251784124,,3836
بارنز,26.176269,50.162423,Coffee Shop,,0.9999138301688316,,5891
كوفي لاين,26.177481,50.16326,Coffee Shop,,0.9439564753281598,,4948
Coffee & Tea (قهوة وشاي),26.17765,50.163274,Coffee Shop,,0.9809115246295952,,4948
ستاربكس,26.178814,50.164082,Coffee Shop,,0.2408892390651667,150.0,3400
Gravity Coffee,26.162757,50.114196,Coffee Shop,8.9,0.9928339071414456,,409
ستاربكس,26.148155,50.092715,Coffee Shop,7.4,0.2577992805484878,,0
PMU's Jamoka Cafè,26.147147,50.092093,Coffee Shop,7.0,0.9750573430430042,,0
Segafredo Zanetti,26.148362,50.09254,Coffee Shop,,0.1320582078888986,,0
Sand Speciality Coffee,26.147454,50.092498,Coffee Shop,,0.8609227529674242,,0
مقهى الفيشاوي,26.184964,50.164657,Café,8.1,0.9428050163260784,115.0,4411
Greeno Cafe,26.090369,50.124864,Coffee Shop,,0.5729792060965369,,965
Starbucks (ستاربكس),26.339998,50.151536,Coffee Shop,9.3,0.998342810386436,839.0,22669
Matter Speciality Coffee (ماتر للقهوة المختصة),26.302638,50.176674,Coffee Shop,8.3,0.9740796911622776,805.0,22246
ديوانية كيف القيصيرية,26.333111,50.149566,Café,8.3,0.9882028814384406,450.0,15257
SCRIPT (سكربت),26.33814,50.152793,Coffee Shop,8.5,0.9834177464292744,531.0,20602
Dose (دوز),26.338853,50.152406,Coffee Shop,8.4,0.994976643983884,531.0,21936
Overdose (أوڤردوز),26.300645,50.171967,Coffee Shop,8.1,0.95631901532908,3425.0,17615
Toss Eatery & Cafe (مطعم ومقهى توس),26.295908,50.177339,Café,8.4,0.8691074539688907,1722.0,25183
Notes Cafe (نوتس كافيه),26.307699,50.168844,Café,7.5,0.6641139089781031,,13807
The Coffee Bike,26.302722,50.180471,Coffee Shop,8.0,0.8793602647180477,257.0,25486
Tim Hortons (تيم هورتنز),26.310303,50.136601,Coffee Shop,7.8,0.978094647654474,188.0,3149
MAYFAIR (مايفير),26.339357,50.152117,Coffee Shop,8.1,0.8806305606479612,839.0,21693
Starbucks (ستاربكس),26.335379,50.131182,Coffee Shop,9.3,0.9994199836352524,302.0,10739
ستاربكس,26.331385,50.132707,Coffee Shop,8.8,0.9393261452733844,145.0,8333
Scratch (سكراتش),26.339645,50.152042,Coffee Shop,7.3,0.8859957120218749,839.0,21693
Derby Caffee (دربي كافيه),26.33231,50.161652,Coffee Shop,7.2,0.9671233220109547,243.0,16579
Jamoka Café,26.334765,50.131817,Coffee Shop,7.2,0.3252752488373779,302.0,11889
Quantum Specialty Coffee,26.339917,50.151947,Coffee Shop,6.4,0.9703984505277112,839.0,22022
الشبة,26.334966,50.145238,Café,,0.8874561103688282,715.0,21083
Road Cafè (قهوة الطريق),26.3348,50.153247,Coffee Shop,,0.907321670861428,,18713
كوستا كوفي,26.323616,50.164764,Coffee Shop,6.0,0.9009438100848552,680.0,16024
